"(PDH-CSV 4.0) (Hora oficial do Brasil)(180)","\\DESKTOP-HLEFP10\Informações do Processador(_Total)\% de Utilitário do Processador","\\DESKTOP-HLEFP10\Informações do Processador(_Total)\% Tempo do Processador","\\DESKTOP-HLEFP10\Processador Lógico do Hipervisor Hyper-V(_Total)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 0)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 1)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 2)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 3)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 4)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 5)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 6)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processador Virtual de Hipervisor do Hyper-V(minikube:Hv VP 7)\% do Tempo Total de Execução","\\DESKTOP-HLEFP10\Processo(_Total)\% tempo de processador"
"09/07/2022 16:29:25.181"," "," "," "," "," "," "," "," "," "," "," "," "
"09/07/2022 16:29:26.178","7.6267437010986744994","9.6948306968441588793","15.918716049494360476","7.6484002526676881928","4.0175332569792816528","6.0430052919510233167","3.4326839043823498265","6.4884743417984909186","6.0704677832713747065","7.3090461919933344959","5.2467590599047229105","1608.4170252193644046"
"09/07/2022 16:29:27.182","7.6497279989804942701","8.4894292040029295521","12.849655627078382381","6.6529929737315365301","2.9048277616828164227","4.9342513554987519342","2.6542579935384629231","5.2849142190216777948","3.2877544244428658082","4.6580864901544138945","3.212992623294206318","1577.7504989799328996"
"09/07/2022 16:29:28.187","9.9993009587533823179","12.551641329141993708","17.089724984623231308","4.8777287964553481814","2.9037919009701540496","4.2198474722987038277","2.6023585158735618172","5.5382066812413137669","5.3796327161504544634","4.7501918125218240974","2.8400296907308444361","1578.7486679405328687"
"09/07/2022 16:29:29.178","10.634073186331832517","13.041861612752803978","17.313729248104873903","6.7184497650654542156","5.876209872035007109","5.1808440492625198459","3.5843742739354769178","6.6471528783291988773","5.1236920314094147599","7.0562372508072179755","4.8736831927278787546","1577.4642995851547767"
"09/07/2022 16:29:30.170","11.565756115497755729","17.211856290455262553","19.556239240118440392","6.095565246897015399","3.9527756445939430385","4.450704316207114708","3.9367372831721398896","6.0280650155454162942","3.6104891656495796681","4.3951609732809613362","2.5194138770233687197","1599.4380456287685774"
"09/07/2022 16:29:31.189","12.269318442279374182","17.128695367927392113","20.946421708126131023","6.9904280555652054119","3.1211282539589730867","6.0312415422898748574","3.5028225086888493678","5.1098291936114117462","4.4815878778529532056","4.3718179628956885807","3.7165916970242127704","1573.508578879193692"
"09/07/2022 16:29:32.178","10.158339726222498811","12.183866004137499317","17.029285695935346467","8.0715537229544089826","4.1809071525548278103","4.9235824205172198376","4.910876778136004539","5.514924670085362024","4.0754626126435988809","6.2887803535805186783","4.0022043386736063653","1578.9147070717779116"
"09/07/2022 16:29:33.181","6.9542656715798942813","8.2801720291594165246","11.823515597700204438","6.8257609039713802446","4.4931964544701443742","5.8873332700791500827","17.981636088053011946","6.5419742002664644787","4.0834129990535785737","7.1915820376192289842","5.438361456196345145","1602.2466157063593073"
"09/07/2022 16:29:34.184","6.7601334708642282223","9.502305232078168018","11.465032225449268921","6.9752286877338569582","5.4667469399625021609","7.4889483306807740348","3.3389201182739274287","4.814255756259827379","2.5233996280450003979","4.8876753643379862169","3.8560771404720575184","1583.4214029099928212"
